timestamp,acc_x,acc_y,acc_z
25.714546449,0.0046,0.8401,0.9677
25.716695043,0.0061,0.8416,0.9699
25.719084574,0.0073,0.8433,0.9686
25.721488168,0.0110,0.8448,0.9664
25.723548949,0.0137,0.8484,0.9635
25.725805563,0.0156,0.8514,0.9584
25.728797803,0.0186,0.8541,0.9518
25.731092438,0.0225,0.8587,0.9430
25.733519366,0.0274,0.8641,0.9344
25.73587973,0.0318,0.8682,0.9251
25.738239886,0.0371,0.8719,0.9142
25.744784938,0.0430,0.8778,0.9039
25.745463168,0.0501,0.8831,0.8956
25.756348949,0.0562,0.8885,0.8883
25.75669322,0.0623,0.8919,0.8797
25.757011918,0.0696,0.8956,0.8726
25.757315928,0.0743,0.9029,0.8633
25.757614782,0.0799,0.9083,0.8531
25.757981345,0.0862,0.9132,0.8433
25.764544626,0.0926,0.9171,0.8328
25.76538223,0.1002,0.9212,0.8203
25.765723897,0.1068,0.9283,0.8076
25.767036866,0.1143,0.9352,0.7964
25.77006072,0.1239,0.9420,0.7861
25.772138116,0.1327,0.9484,0.7754
25.77482848,0.1385,0.9562,0.7656
25.776950251,0.1436,0.9655,0.7595
25.779122074,0.1473,0.9723,0.7534
25.781337022,0.1476,0.9774,0.7495
25.784114626,0.1478,0.9840,0.7468
25.786586501,0.1471,0.9889,0.7446
25.788852126,0.1446,0.9909,0.7434
25.79167598,0.1407,0.9926,0.7449
25.793926657,0.1336,0.9923,0.7480
25.796433324,0.1239,0.9914,0.7524
25.798644991,0.1131,0.9892,0.7602
25.801064886,0.0997,0.9845,0.7661
25.803438011,0.0860,0.9777,0.7712
25.806496605,0.0735,0.9684,0.7800
25.808168168,0.0591,0.9572,0.7901
25.810858793,0.0442,0.9449,0.8008
25.812332334,0.0298,0.9305,0.8120
25.815232803,0.0156,0.9146,0.8238
25.817853272,0.0034,0.8966,0.8362
25.820226709,-0.0071,0.8775,0.8480
25.822322595,-0.0200,0.8594,0.8616
25.824997647,-0.0332,0.8411,0.8760
25.826510199,-0.0457,0.8223,0.8895
25.829818428,-0.0577,0.8020,0.9032
25.831214209,-0.0674,0.7793,0.9159
25.834415355,-0.0767,0.7585,0.9281
25.836761553,-0.0835,0.7419,0.9383
25.839469938,-0.0897,0.7256,0.9466
25.841292959,-0.0958,0.7099,0.9535
25.844502386,-0.1014,0.6965,0.9584
25.846306761,-0.1068,0.6852,0.9618
25.849633688,-0.1112,0.6750,0.9628
25.851496866,-0.1143,0.6669,0.9623
25.854004782,-0.1160,0.6601,0.9593
25.856915095,-0.1163,0.6530,0.9537
25.862182855,-0.1148,0.6469,0.9479
25.862943063,-0.1129,0.6401,0.9420
25.863275772,-0.1109,0.6349,0.9352
25.86543197,-0.1082,0.6303,0.9273
25.86834447,-0.1068,0.6261,0.9178
25.87065572,-0.1070,0.6239,0.9078
25.873422282,-0.1090,0.6215,0.8993
25.897187022,-0.1112,0.6190,0.8880
25.898084418,-0.1119,0.6178,0.8738
25.898477543,-0.1129,0.6166,0.8589
25.89879572,-0.1146,0.6146,0.8455
25.899106761,-0.1156,0.6139,0.8313
25.899602282,-0.1158,0.6139,0.8162
25.899920668,-0.1148,0.6154,0.8013
25.900225772,-0.1138,0.6168,0.7869
25.900526553,-0.1116,0.6198,0.7732
25.900948063,-0.1104,0.6234,0.7615
25.901252178,-0.1094,0.6276,0.7505
25.90155697,-0.1082,0.6317,0.7385
25.90388947,-0.1077,0.6361,0.7285
25.906696136,-0.1055,0.6401,0.7202
25.909576293,-0.1028,0.6432,0.7124
25.911404365,-0.1002,0.6474,0.7048
25.91354374,-0.0987,0.6491,0.6989
25.915618688,-0.0977,0.6479,0.6940
25.91850197,-0.0963,0.6474,0.6889
25.920914365,-0.0941,0.6467,0.6857
25.923265355,-0.0916,0.6454,0.6840
25.926178376,-0.0919,0.6423,0.6809
25.929621605,-0.0914,0.6386,0.6774
25.930605147,-0.0892,0.6361,0.6730
25.93227249,-0.0892,0.6322,0.6691
25.935491865,-0.0899,0.6266,0.6672
25.937920563,-0.0889,0.6210,0.6647
25.94021874,-0.0889,0.6149,0.6633
25.945104157,-0.0882,0.6068,0.6625
25.945761657,-0.0877,0.5983,0.6623
25.946990928,-0.0897,0.5892,0.6638
25.949691032,-0.0904,0.5809,0.6669
25.957060199,-0.0916,0.5731,0.6701
25.957615147,-0.0953,0.5658,0.6730
25.958073011,-0.0967,0.5580,0.6760
25.975075876,-0.0963,0.5492,0.6796
25.976120303,-0.0948,0.5404,0.6833
25.976453324,-0.0909,0.5333,0.6870
25.976779522,-0.0884,0.5284,0.6909
25.977095095,-0.0865,0.5230,0.6984
25.97740973,-0.0845,0.5196,0.7045
25.977714886,-0.0843,0.5167,0.7075
25.978099574,-0.0833,0.5135,0.7107
25.978408949,-0.0806,0.5111,0.7114
25.98044473,-0.0787,0.5089,0.7099
25.983452751,-0.0787,0.5064,0.7060
25.985931032,-0.0789,0.5045,0.7021
25.988076084,-0.0806,0.5018,0.6984
25.990860459,-0.0799,0.5001,0.6918
25.993264209,-0.0796,0.4989,0.6840
25.995108636,-0.0809,0.4971,0.6757
25.997852751,-0.0811,0.4971,0.6667
25.999690095,-0.0799,0.4986,0.6559
26.002898115,-0.0796,0.5028,0.6425
26.005138168,-0.0794,0.5059,0.6286
26.007470355,-0.0787,0.5076,0.6146
26.010196605,-0.0779,0.5106,0.6015
26.011903063,-0.0752,0.5140,0.5868
26.014981657,-0.0733,0.5174,0.5729
26.017046605,-0.0718,0.5204,0.5597
26.019630928,-0.0699,0.5240,0.5458
26.022219365,-0.0672,0.5287,0.5316
26.02659197,-0.0652,0.5321,0.5194
26.027263949,-0.0625,0.5348,0.5084
26.029312751,-0.0601,0.5392,0.4971
26.031825928,-0.0591,0.5428,0.4861
26.034459209,-0.0564,0.5450,0.4739
26.036443324,-0.0540,0.5477,0.4637
26.038911084,-0.0535,0.5519,0.4539
26.041207855,-0.0511,0.5560,0.4432
26.044113168,-0.0464,0.5594,0.4344
26.046328376,-0.0432,0.5636,0.4275
26.049286761,-0.0393,0.5677,0.4207
26.051224834,-0.0340,0.5736,0.4131
26.053206761,-0.0298,0.5795,0.4072
26.05562749,-0.0244,0.5841,0.4016
26.063736188,-0.0171,0.5897,0.3965
26.06448598,-0.0105,0.5961,0.3926
26.064837022,-0.0024,0.6022,0.3887
26.065146761,0.0066,0.6076,0.3889
26.06714697,0.0139,0.6134,0.3909
26.069409626,0.0188,0.6220,0.3914
26.071655772,0.0237,0.6293,0.3933
26.089763532,0.0269,0.6357,0.3977
26.090865615,0.0269,0.6427,0.4021
26.091232334,0.0261,0.6484,0.4050
26.091560511,0.0259,0.6545,0.4082
26.09187749,0.0269,0.6598,0.4126
26.092190251,0.0252,0.6628,0.4160
26.092504574,0.0222,0.6667,0.4141
26.092805199,0.0198,0.6716,0.4114
26.09311473,0.0169,0.6765,0.4119
26.096801136,0.0151,0.6806,0.4094
26.098682074,0.0142,0.6845,0.4048
26.100873897,0.0120,0.6904,0.4006
26.103180459,0.0083,0.6953,0.3972
26.105770563,0.0034,0.6999,0.3965
26.10745947,-0.0020,0.7060,0.3955
26.110661553,-0.0066,0.7119,0.3948
26.113102282,-0.0115,0.7160,0.3943
26.115497386,-0.0166,0.7197,0.3943
26.118269053,-0.0205,0.7248,0.3948
26.119577959,-0.0249,0.7285,0.3962
26.122479001,-0.0278,0.7302,0.3982
26.126476397,-0.0303,0.7336,0.4033
26.127540667,-0.0325,0.7368,0.4121
26.129539313,-0.0349,0.7363,0.4214
26.13243124,-0.0379,0.7370,0.4317
26.134667803,-0.0410,0.7407,0.4439
26.137028428,-0.0430,0.7417,0.4549
26.139581657,-0.0450,0.7424,0.4654
26.145741709,-0.0486,0.7441,0.4778
26.146643272,-0.0508,0.7441,0.4908
26.146909105,-0.0503,0.7439,0.5028
26.148519105,-0.0486,0.7453,0.5150
26.158177334,-0.0462,0.7468,0.5252
26.15893697,-0.0432,0.7478,0.5338
26.15930947,-0.0408,0.7500,0.5418
26.159678115,-0.0391,0.7517,0.5475
26.16983197,-0.0384,0.7546,0.5526
26.170972074,-0.0388,0.7568,0.5575
26.17132624,-0.0376,0.7593,0.5621
26.171649001,-0.0359,0.7622,0.5675
26.171960876,-0.0347,0.7634,0.5721
26.172269626,-0.0325,0.7646,0.5756
26.176113272,-0.0310,0.7654,0.5809
26.176919522,-0.0283,0.7654,0.5853
26.180001657,-0.0259,0.7659,0.5885
26.181766865,-0.0235,0.7681,0.5910
26.184131449,-0.0222,0.7676,0.5932
26.187080772,-0.0232,0.7666,0.5973
26.189948792,-0.0237,0.7673,0.6024
26.192252386,-0.0242,0.7678,0.6068
26.194261605,-0.0239,0.7681,0.6117
26.196113324,-0.0227,0.7661,0.6171
26.198522542,-0.0205,0.7654,0.6203
26.201144834,-0.0195,0.7673,0.6227
26.203363584,-0.0188,0.7681,0.6283
26.205638792,-0.0156,0.7708,0.6366
26.208187907,-0.0122,0.7742,0.6442
26.210670459,-0.0076,0.7759,0.6515
26.214111761,-0.0034,0.7788,0.6576
26.215241032,-0.0007,0.7820,0.6660
26.217523115,0.0027,0.7849,0.6760
26.219813845,0.0064,0.7888,0.6838
26.222356136,0.0105,0.7915,0.6918
26.224600772,0.0161,0.7937,0.7002
26.226843011,0.0200,0.7962,0.7082
26.230048115,0.0237,0.7986,0.7173
26.231997907,0.0264,0.8013,0.7265
26.234283897,0.0283,0.8052,0.7351
26.236767959,0.0296,0.8086,0.7434
26.239266397,0.0291,0.8120,0.7505
26.241487959,0.0300,0.8169,0.7561
26.243666345,0.0320,0.8218,0.7605
26.246332595,0.0362,0.8269,0.7646
26.248603063,0.0406,0.8328,0.7690
26.251120615,0.0435,0.8396,0.7720
26.253573584,0.0462,0.8465,0.7752
26.256094574,0.0481,0.8531,0.7813
26.259258376,0.0515,0.8597,0.7874
26.263182074,0.0557,0.8658,0.7932
26.263471553,0.0596,0.8736,0.7988
26.265756188,0.0596,0.8839,0.8042
26.267693063,0.0606,0.8912,0.8098
26.270250615,0.0628,0.8973,0.8164
26.272740147,0.0611,0.9041,0.8233
26.278292907,0.0579,0.9088,0.8289
26.278703949,0.0555,0.9132,0.8335
26.279744313,0.0525,0.9168,0.8374
26.282164001,0.0471,0.9200,0.8392
26.284678845,0.0413,0.9212,0.8389
26.286928688,0.0374,0.9227,0.8384
26.289593115,0.0332,0.9259,0.8379
26.29251098,0.0281,0.9264,0.8372
26.295874105,0.0239,0.9256,0.8374
26.296807751,0.0205,0.9261,0.8401
26.299753324,0.0186,0.9254,0.8421
26.30209072,0.0156,0.9237,0.8445
26.304425407,0.0122,0.9205,0.8477
26.306791032,0.0117,0.9154,0.8516
26.30973374,0.0159,0.9102,0.8563
26.311994209,0.0242,0.9049,0.8614
26.314163949,0.0322,0.8995,0.8685
26.316911501,0.0393,0.8941,0.8736
26.319359938,0.0459,0.8895,0.8790
26.32175749,0.0542,0.8819,0.8858
26.323974834,0.0628,0.8758,0.8917
26.325927595,0.0718,0.8721,0.8975
26.328457542,0.0818,0.8668,0.9019
26.331413376,0.0909,0.8592,0.9044
26.333733845,0.0987,0.8523,0.9071
26.335950772,0.1028,0.8458,0.9117
26.338301188,0.1063,0.8367,0.9161
26.34127822,0.1080,0.8272,0.9164
26.34309723,0.1070,0.8186,0.9164
26.346237334,0.1075,0.8108,0.9168
26.347417594,0.1077,0.8042,0.9161
26.35075124,0.1065,0.7976,0.9156
26.352670824,0.1077,0.7915,0.9168
26.355165719,0.1099,0.7869,0.9181
26.363323272,0.1092,0.7822,0.9198
26.364183324,0.1068,0.7788,0.9222
26.364533844,0.1050,0.7771,0.9264
26.364861032,0.1026,0.7766,0.9305
26.367550407,0.0999,0.7781,0.9337
26.36957624,0.0977,0.7776,0.9364
26.371569105,0.0963,0.7764,0.9381
26.373938844,0.0967,0.7781,0.9401
26.395171709,0.0972,0.7793,0.9403
26.396048688,0.0980,0.7793,0.9398
26.396380615,0.0999,0.7803,0.9386
26.396693115,0.1009,0.7800,0.9357
26.396994678,0.1024,0.7778,0.9342
26.397306136,0.1065,0.7737,0.9332
26.397618167,0.1112,0.7683,0.9335
26.398001449,0.1153,0.7646,0.9342
26.398313324,0.1199,0.7593,0.9349
26.398677438,0.1261,0.7512,0.9357
26.402365094,0.1314,0.7446,0.9376
26.403142022,0.1363,0.7370,0.9413
26.404735511,0.1427,0.7297,0.9454
26.407991969,0.1478,0.7238,0.9481
26.410097386,0.1527,0.7185,0.9503
26.412103428,0.1590,0.7136,0.9532
26.413955199,0.1647,0.7077,0.9532
26.417371292,0.1695,0.6989,0.9513
26.419179574,0.1771,0.6901,0.9503
26.42129624,0.1864,0.6833,0.9513
26.423751501,0.1940,0.6757,0.9520
26.42633598,0.1996,0.6696,0.9523
26.429252386,0.2030,0.6647,0.9520
26.430882647,0.2055,0.6594,0.9515
26.433259469,0.2067,0.6532,0.9498
26.435647699,0.2067,0.6471,0.9459
26.438427959,0.2072,0.6398,0.9422
26.441108636,0.2074,0.6330,0.9374
26.443216032,0.2072,0.6286,0.9315
26.445485772,0.2052,0.6230,0.9264
26.448280459,0.2015,0.6176,0.9183
26.450990824,0.1993,0.6115,0.9078
26.453407334,0.1969,0.6061,0.8953
26.455596188,0.1937,0.6054,0.8819
26.459969417,0.1915,0.6044,0.8677
26.460275667,0.1879,0.6051,0.8533
26.46239723,0.1832,0.6076,0.8401
26.46508223,0.1808,0.6090,0.8252
26.468018428,0.1808,0.6122,0.8091
26.470038688,0.1803,0.6176,0.7935
26.471953688,0.1778,0.6237,0.7783
26.47485348,0.1761,0.6305,0.7622
26.478102907,0.1754,0.6374,0.7446
26.479380147,0.1747,0.6425,0.7278
26.482158688,0.1722,0.6469,0.7104
26.484532751,0.1681,0.6540,0.6911
26.486895094,0.1639,0.6606,0.6733
26.488949626,0.1598,0.6630,0.6550
26.493082386,0.1546,0.6647,0.6361
26.493762855,0.1485,0.6681,0.6176
26.496900563,0.1400,0.6706,0.6005
26.499092594,0.1307,0.6711,0.5836
26.501151657,0.1231,0.6730,0.5663
26.50312124,0.1143,0.6728,0.5494
26.50619124,0.1041,0.6706,0.5323
26.509429001,0.0963,0.6694,0.5164
26.511204209,0.0877,0.6669,0.5023
26.513656084,0.0772,0.6652,0.4896
26.515203011,0.0684,0.6638,0.4774
26.51898749,0.0601,0.6620,0.4651
26.520720928,0.0515,0.6594,0.4556
26.523032855,0.0454,0.6557,0.4468
26.525972022,0.0413,0.6523,0.4392
26.528311501,0.0366,0.6479,0.4356
26.529917959,0.0298,0.6427,0.4346
26.53210874,0.0235,0.6401,0.4361
26.535509053,0.0171,0.6371,0.4380
26.538038376,0.0110,0.6322,0.4410
26.540407074,0.0066,0.6264,0.4432
26.543026032,0.0017,0.6193,0.4454
26.54518124,-0.0027,0.6124,0.4505
26.546783844,-0.0049,0.6066,0.4554
26.549947126,-0.0054,0.5995,0.4600
26.552190615,-0.0020,0.5917,0.4678
26.55456624,0.0029,0.5824,0.4774
26.55706848,0.0076,0.5741,0.4876
26.559775303,0.0122,0.5702,0.4996
26.563106501,0.0137,0.5665,0.5123
26.563539574,0.0137,0.5648,0.5245
26.566098584,0.0134,0.5641,0.5343
26.569892959,0.0132,0.5614,0.5421
26.571815355,0.0122,0.5592,0.5497
26.574023428,0.0105,0.5575,0.5548
26.580552594,0.0100,0.5553,0.5585
26.588981344,0.0093,0.5538,0.5607
26.589344521,0.0083,0.5521,0.5607
26.589583011,0.0083,0.5480,0.5599
26.589834521,0.0098,0.5443,0.5580
26.590069313,0.0115,0.5438,0.5565
26.590287282,0.0129,0.5445,0.5550
26.59591624,0.0151,0.5458,0.5511
26.596540407,0.0169,0.5484,0.5462
26.596771969,0.0186,0.5519,0.5431
26.599311344,0.0213,0.5568,0.5396
26.602151813,0.0244,0.5607,0.5365
26.604520824,0.0283,0.5660,0.5323
26.607039626,0.0330,0.5729,0.5277
26.609646969,0.0388,0.5768,0.5213
26.61186249,0.0442,0.5814,0.5152
26.614905146,0.0493,0.5900,0.5081
26.616049105,0.0537,0.5961,0.5001
26.618742542,0.0572,0.6002,0.4942
26.622097907,0.0608,0.6059,0.4908
26.623787386,0.0638,0.6122,0.4888
26.626589105,0.0664,0.6178,0.4859
26.628650146,0.0657,0.6222,0.4813
26.631782021,0.0635,0.6259,0.4764
26.633248949,0.0638,0.6281,0.4734
26.635813063,0.0623,0.6305,0.4688
26.638177334,0.0606,0.6313,0.4649
26.640995459,0.0589,0.6317,0.4617
26.643345251,0.0562,0.6330,0.4568
26.645789157,0.0547,0.6322,0.4541
26.647958428,0.0542,0.6327,0.4532
26.650204938,0.0518,0.6349,0.4517
26.651773896,0.0501,0.6386,0.4510
26.655384261,0.0501,0.6420,0.4502
26.657718219,0.0498,0.6459,0.4497
26.659838376,0.0489,0.6501,0.4507
26.661588219,0.0493,0.6542,0.4517
26.664140667,0.0496,0.6574,0.4510
26.667045876,0.0493,0.6594,0.4500
26.669981396,0.0506,0.6613,0.4505
26.672740459,0.0528,0.6642,0.4512
26.674463428,0.0547,0.6684,0.4551
26.680549469,0.0569,0.6721,0.4605
26.687979782,0.0586,0.6757,0.4649
26.688771813,0.0591,0.6789,0.4705
26.689140511,0.0601,0.6823,0.4766
26.689467594,0.0601,0.6848,0.4835
26.689769782,0.0594,0.6867,0.4903
26.691143063,0.0591,0.6884,0.4969
26.703836657,0.0581,0.6889,0.5057
26.704818584,0.0562,0.6901,0.5147
26.705148324,0.0540,0.6923,0.5223
26.705446813,0.0506,0.6950,0.5289
26.705742855,0.0469,0.6967,0.5365
26.706044313,0.0437,0.6992,0.5438
26.707566292,0.0406,0.7036,0.5511
26.710379313,0.0376,0.7080,0.5568
26.712636292,0.0352,0.7119,0.5611
26.716386917,0.0330,0.7173,0.5651
26.716779886,0.0300,0.7216,0.5685
26.719274105,0.0281,0.7248,0.5704
26.723015355,0.0257,0.7307,0.5717
26.724776396,0.0222,0.7363,0.5726
26.727339053,0.0208,0.7405,0.5734
26.731300876,0.0203,0.7451,0.5734
26.732404626,0.0193,0.7500,0.5736
26.733754001,0.0186,0.7534,0.5751
26.736638219,0.0186,0.7573,0.5756
26.739008792,0.0186,0.7639,0.5731
26.743384417,0.0159,0.7715,0.5714
26.744041292,0.0134,0.7783,0.5709
26.746163324,0.0144,0.7854,0.5673
26.748110771,0.0169,0.7942,0.5629
26.751186396,0.0183,0.8025,0.5582
26.753659886,0.0195,0.8125,0.5538
26.755835771,0.0217,0.8260,0.5506
26.759810511,0.0244,0.8362,0.5465
26.760530407,0.0264,0.8450,0.5426
26.763687282,0.0276,0.8565,0.5392
26.765350042,0.0293,0.8665,0.5353
26.768069417,0.0320,0.8756,0.5311
26.770547855,0.0340,0.8858,0.5267
26.773113428,0.0357,0.8966,0.5201
26.781210667,0.0384,0.9063,0.5142
26.781949209,0.0401,0.9154,0.5106
26.792576813,0.0415,0.9244,0.5079
26.792959782,0.0410,0.9320,0.5084
